name,variants
Raymonde,"Raemond, Raemonda, Raimond, Raimonda, Raimonde, Rayma, Raymonda"
Rayna,"Raen, Raena, Rain, Raina, Raine, Reina, Reyna"
Raynor,"Ragnar, Rainar, Rainer, Rainier, Rainor, Ranieri, Raynar, Rayner"
Rayya,
Raz,
Raza,
Raza,
Razi,"Razilee, Razili"
Raziah,"Razia, Raziela, Razilee, Razili, Raziya"
Raziya,
Razzaq,Razaq
Rea,
Read,"Reade, Reed, Reid, Reide"
Reading,"Redding, Reeding, Reiding"
Rebecca,"Becca, Becky, Rabecca, Reaba, Reba, Rebbecca, Rebbie, Rebeca (Spanish), Rebeccah, Rebecka, Rebeckah, Rebeka, Rebekah, Rebekka, Rebekke, Rebeque, Rebi, Reiba, Reby, Reveka (Slavic), Reyba, Ree, Rheba, Riva, Rivi, Rivkah, Rivy"
Rechab,
Redford,Radford
Rediar,
Redley,"Radley, Radlea, Radleigh, Redlea, Redleigh"
Redman,
Reece,"Rees, Reese, Rhys, Rice"
Reed,"Read, Reade, Reid, Reyd"
Reena,"Rean, Reana, Reene, Reenia, Rena, Reyna"
Reeve,"Reav, Reave, Reeves, Reive"
Regan,"Raga, Raigan, Raigen, Reagan, Regana, Regen, Regin, Regina, Regine"
Regina,"Gina, Raenah, Rain, Raina, Raine, Rana, Rane, Rayna, Regan, Reggie, Regia, Regiena, Regine, Reginia, Reginna, Reina (Spanish), Reine (French), Reinette, Reyna, Rina"
Reginald,"Naldo, Raghnall (Irish), Rainault, Rainhold, Rajnold (Polish), Reg, Reggie, Reginalt, Reginauld, Regnaud, Regnauld, Rein (Estonian), Reinald, Reinaldo, Reinaldos, Reinhold, Reinold (Dutch), Reinwald, Renato (Spanish), Renault, Rene, Reynaldo, Reynaldos, Reynold, Rinaldo (Italian), Ronald"
Regis,
Rehema,
Rehor,"Horek, Rehak, Rehorek, Rehurek"
Rei,Reizo
Reichana,"Rechana, Rehana"
Reiko,Rei
Reka,
Rekha,"Reka, Rekia"
Remaziah,"Remazia, Remazya"
Remedios,
Remigiusz,
Remington,"Remie, Remmie, Remy"
Remus,"Remas, Remigius, Remos"
Remy,"Remi, Remie"
Ren,
Rena,"Erena, Erene, Irena, Irene, Reena, Reina, Reni, Renni"
Renata,"Renae, Renate, Rene, Rennie"
Renato,"Renatis, Renatus"
Rendor,
Rene,"Remee, Remmy"
Renee,"Rena, Renell, Renie, Renny"
Renfred,Ranfred
Renfrew,
Renita,Reneeta
Renjiro,
Renny,
Renshaw,"Ranshaw, Renishaw"
Renton,
Rere,
Reseda,"Resida, Seda"
Resheph,Reshef
Reta,"Reata, Reita, Rheta, Rita"
Retha,"Aretha, Areta, Reata, Reati, Ret, Reta, Reti"
Reuben,"Reubin, Reuven, Rouvin, Rube, Rubin"
Reubena,"Reubina, Rubena, Rubina"
Reuel,Ruel
Reuma,Raomi
Reva,Revia
Revaya,Revaia
Revital,Revita
Rewa,
Rewuri,
Rex,"Rey (Spanish), Roi (French)"
Rexford,
Rey,Reyes
Reyham,
Reyhan,Reihan
Reynard,"Rainard, Reinhard, Renard, Renaud, Renauld, Rennard"
Reynold,"Raenold, Rainold, Raynold, Reinold, Renald, Renard, Renardo, Renato, Reynolds, Rinald, Rinaldo"
Rez,Res
Rezin,"Rezan, Rezen, Rezi"
Rhamadhani,
Rhea,"Rea, Reana, Reane, Rhean, Ria, Riane, Ryan, Ryann"
Rhea,Rea
Rhedyn,"Readin, Rheaden, Rhedin"
Rhesa,
Rheta,"Reata, Reta, Rhetta, Rita"
Rhett,Rhet
Rhiangar,
Rhiannon,"Rheanna, Rhiana, Rhiann, Rhianna, Rhiannan, Rhianon, Rhuan, Riana, Riane, Rianna, Rianne, Riannon, Rianon, Riona"
Rhianvyen,
Rhidian,
Rhoda,"Rhodante, Rhodanthe, Rhodia, Rhodie, Rhody, Roda"
Rhodanthe,
Rhodes,"Rhodas, Rodas"
Rhodri,
Rhona,"Roana, Rona, Ronella, Ronelle, Ronna"
Rhonda,"Rhonnda, Ronda"
Rhu,
Rhun,Rhu
Rhydderch,
Rhydwyn,
Rhys,"Reace, Reece, Reese, Rhett"
Ria,
Riane,"Rhiane, Rhianna, Rianne, Ryan, Ryanne"
Ricarda,"Rica, Ricca, Richarda, Richel, Richela, Richele, Richella, Richelle, Richenda, Richenza, Richia, Richmall, Ricki, Rickie, Ricky, Riki, Rikki, Rikky"
Richael,"Ricael, Rikael"
Richard,"Dick, Dickie, Reju (Finnish), Ric, Ricard, Ricardo, Ricco, Rich, Richart, Richie, Rick, Rickard, Rickert, Ricky, Rico, Riik (Dutch), Riki (Estonian), Riocard, Ritchard, Ritchie, Ryszard"
Richmond,"Richman, Richmand, Richmon, Richmund"
Rickma,Ricma
Rickward,"Rickwerd, Rickwood"
Rida,"Reda, Radeyah, Rida, Ridha"
Riddhi,
Rider,"Ridder, Ridley, Ryder"
Ridge,"Rigg, Riggs"
Ridgeway,
Ridgley,"Ridgeleigh, Ridgeley, Ridgleigh"
Ridley,"Ridlea, Ridly"
Rigborg,
Rigel,
Rigmor,
Rihana,"Rhiana, Rhiane, Riana"
Riku,Rikuyo
Riley,"Reilly, Ryley"
Rilla,"Rila, Riletta, Rilette"
Rima,
Rimon,
Rimona,Remone
Rimu,
Rin,
Rina,"Reana, Reina, Rinah"
Rinda,Rind
Ring,Ringo
Ringo,
Rinji,
Rioghnach,Riona
Riona,
Riordan,Reardon
Ripley,"Riplea, Ripleigh, Riply"
Risa,"Riesa, Rise, Rysa"
Risha,
Rishi,
Rishon,
Rishona,
Risley,"Risleigh, Wrisley"
Riston,Wriston
Rita,"Reata, Reta, Ritta"
Rithisak,
Ritika,
Ritsa,
Ritter,Rittar
Ritzpah,"Ritzpah, Rizpah"
Riva,"Reva, Rivah"
Rivai,
Rivka,"Rifka, Rifke, Riki, Rivai, Rivca, Rivcka, Rivi, Rivvy"
Riyad,Riyadh
Rizpah,Rizpa
Roald,
Roark,"Roarke, Rorke, Ruark"
Robert,"Bert, Bertie, Bob, Bobby, Rab, Rabbie, Riobard (Irish), Rip, Rob, Robart, Robbie, Robbins, Robbinson, Robby, Robers, Robertino, Roberto, Roberts, Robertson, Robi, Robin, Robinson, Roudbert (French), Rupert, Ruperto, Ruprecht"
Roberta,"Berta, Bertie, Bobbett, Bobbi, Bobbie, Bobby, Bobina, Bobine, Robbi, Robbie, Robby, Robena, Robenia, Robertena, Robertha, Robertina, Robin, Robina, Robine, Robinette, Robinia, Robyn, Robyna, Rogan, Roynne, Ruberta, Ruperta"
Robin,"Rebin, Rebina, Robee, Robbie, Robena, Robene, Robenia, Robina, Robine, Robinette"
Robinson,"Robeson, Robson"
Rocco,"Roch, Roche, Rochus, Rock, Rocky, Roque"
Rochelle,"Rachel, Roch, Rochele, Rochella, Rochette, Roshel, Roshele, Roshelle, Shell, Shelley"
Rochester,"Chester, Chet, Rock"
Rocio,
Rockford,
Rockley,Rockleigh
Rockwell,
Rod,"Rey, Roi, Ruy"
Rodden,"Rodan, Roddan, Roddin, Roden, Rodin"
Roderica,"Rica, Roddie, Roderique"
Roderick,"Broderick, Brodrick, Rhodri, Rod, Roddy, Roderich, Roderigo, Rodrick, Rodrigo, Rodrigue, Rodrique, Rory, Rurik (Slavic), Ruy (Spanish)"
Rodman,
Rodnae,"Rodna, Rodnai, Rodnesha, Rodneta, Rodnette"
Rodney,"Rodnee, Rodnie"
Roe,Rowe
Rogan,"Rogen, Rogin"
Roger,"Hrodjier, Raadgjer (Norwegian), Rodge, Rodger, Rog, Rogelio, Rogerio, Rogero, Rogers, Rogiero, Rozer, Ruggiero, Rutger (Dutch)"
Rohan,
Rohana,"Rochana, Rohanna"
Rohin,
Rohit,
Roka,
Rokeya,
Rokuko,
Roland,"Land, Lando, Lannie, Lanny, Oland, Ordando, Orlan, Orlando, Orlo, Rolando, Roldan, Roley, Rolland, Rollie, Rollin, Rollo, Row, Rowland, Ruland (German)"
Rolanda,"Orlanda (Italian), Orlande, Rolande, Rolandia"
Roma,"Romana, Romelle, Romilda, Romina, Romma, Romola"
Romaine,Romene
Roman,"Romain, Romano, Romanos"
Romana,
Romeo,
Romilda,
Romilly,
Romney,Romero
Romola,"Romula, Romella, Romelle, Romi, Romolla, Romy"
Romulus,
Rona,Ronna
Rona,Ronna
Ronald,"Raghnall (Irish), Ranald, Renaldo, Ron, Ronnie"
Ronalda,Ronaldia
Ronan,
Ronel,"Ronnel, Ronnell"
Ronela,"Ronella, Ronia, Roniyah"
Roni,"Rani, Rania, Ranya, Ronia, Ronice, Ronit, Ronli, Ronya"
Roniya,Ronia
Ronni,"Ronette, Ronna"
Ronson,"Bronsen, Bronson, Ronsen"
Rooney,"Rowan, Rowen, Rowney"
Roper,
Rory,Rurik (Slavic)
Rosalba,
Rosalind,"Ros, Rosalin, Rosalina, Rosaline, Rosalyn, Rosina, Roz, Roza (Slavic), Rozali, Rozalia, Rozalind, Rozelle, Rozlyn"
Rosamond,"Ros, Rosamunda, Rosemond, Roz"
Rosanna,"Roanna, Roanne, Rosanne"
Roschan,"Rochana, Rochani, Roschana, Roshan, Roshana, Roshanara, Roshni"
Roscislawa,
Roscoe,"Rosco, Ross"
Roscrana,
Rose,"Roda (Polish), Rodice, Rodicia, Roesia (French), Rois (Irish), Roisin (Irish), Roosja (Dutch), Rosa, Rosabel, Rosabell, Rosabella, Rosabelle, Rosalee, Rosaley, Rosalia, Rosalie, Rosalin, Rosea, Rosella, Roselle, Rosetta, Rosette, Rosey, Rosi, Rosia, Rosie, Rosina, Rosita (Spanish), Rosy, Ruza (Slavic), Ruzena, Ruzenka, Ruzsa, Zita"
Roseanne,"Rosan, Rosana, Rosanna"
Rosemary,"Rosemarie, Romy"
Roshan,
Roshe,Rosh
Roslin,"Rosselin, Rozlin"
Ross,Rossell
Rostislav,"Rosta, Rostecek, Rostek"
Rostislava,"Rosta, Rostina, Rostinka, Rostuska"
Roswell,
Roth,
Rothwell,
Roto,
Roula,
Rover,
Rowan,"Rhoan, Roan, Rohen, Rohin, Rowe, Rowen"
Rowell,
Rowena,"Rana, Rhonwen, Rohana, Ronwen, Roweena, Roweina, Rowena, Rowina, Rowine"
Rowley,"Rowlea, Rowleigh"
Roxanne,"Rexan, Rexanne, Roxana, Roxane, Roxann, Roxianne, Roxene, Roxie, Roxine, Roxy"
Roxbury,Roxburghe
Roy,"Rey, Ruy"
Royal,
Royale,"Royalene, Royall, Royalle"
Royce,Roice
Royden,"Roydan, Roydon"
Royston,
Rozen,
Ru-Tan-Ye-Wee-Ma,
Ruadhan,
Ruadhan,Rowan
Ruana,Ruane
Ruana,
Ruby,"Rubetta, Rubia, Rubina, Rubinia, Rubye, Rubyna"
Ruchi,
Ruchika,
Rudd,
Rudelle,Rudella
Rudo,
Rudolph,"Dolph, Raoul, Raul, Raulus (Lithuanian), Ridolfo, Rodolfo, Rodolphe, Rolf, Rollo, Rudolfo, Rudy"
Rudolpha,
Rudra,"Rudi, Rudie, Rudy"
Rudyard,
Ruel,"Ruela, Ruele"
Rufaro,
Rufina,Rufeine
Ruford,
Rufus,"Roufous, Ruefus"
Rugby,
Rui,
Rukan,"Rukana, Rukane"
Rukiya,
Rukmini,
Rula,"Roula, Ruela, Rulla"
Rumer,"Rouma, Ruma"
Rumford,
Runa,Rula
Runako,
Rune,Roone
Rungie,
Rupal,"Rupala, Rupali, Rupinder"
Ruqayya,"Ruqayah, Ruqayyah"
Ruri,
Rurik,"Roar, Rorek, Roth, Rothrekr"
Rusalka,
Rush,
Rushford,
Ruskin,
Russell,"Russ, Russel"
Ruta,
Ruth,"Ruthe, Ruthella, Ruthelle, Ruthetta, Ruthi, Ruthie, Ruthina, Ruthine, Ruthy"
Rutherford,
Rutland,
Rutley,
Ruud,
Ruwaydah,
Ryan,"Rian, Rien, Riun, Rhian, Rhion, Ryne, Ryon, Ryun"
Ryba,Riba
Rycroft,Ryecroft
Ryland,"Ryeland, Rylan"
Rymer,Rimer
Ryp,
Ryton,
Saad,"Saadia, Saadya, Saadyah"
Saada,
Saarik,Sarik
Saba,Sabah
Saba,
Sabara,Sabra
Saber,Sabre
Sabetha,
Sabin,"Sabian, Sabino"
Sabina,"Bina, Sabine, Sabinka, Sabinna, Savina, Savine, Sebine"
Sabir,"Sabar, Sabor, Sabri"
Sabira,"Sabirah, Sabriyya, Sabriyyah"
Sabiti,Sabit
Sabiya,"Saba, Sabaya"
Sabola,Sabol
Sabra,"Sabrah, Sabreen, Sabrena, Sabrinna, Sebra"
Sabrina,"Brina, Sabre, Sabrinna, Sebrina, Zabrina, Zebrina"
Sabriyya,Sabriya
Saburo,
Sacajawea,
Sachdev,
Sachi,
Sachiel,
Sachiko,Sachi
Sachio,
Sada,
Saddam,
Sadhana,
Sadhbh,"Sabha, Sabia, Sadbha, Sadhbha, Saidhbhe, Saidhbhin, Sive"
Sadiki,"Saadiq, Sadique"
Sadira,Sadra
Sadiya,"Sadia, Sadya"
Sadler,
Sadoc,Sadok
Sadowy,Sadowi
Sadzi,Sadzia
Saebhreathach,
Saeed,
Safa,"Safiyya, Safiyyah"
Safaia,
Saffi,
Safford,
Saffron,"Saffren, Saffrona, Saffronia, Saphron"
Safi,
Safiya,"Saffa, Safia"
Safwat,
Saga,
Sagar,Sager
Sagara,
Sage,"Saige, Sayge"
Sagoyewatha,
Sahaj,
Sahale,Sahal
Sahar,
Sahen,
Sahil,
Sahkonteic,
Sahkyo,
Sahn,
Sahpooly,
Sai,Saiko
Sai,
Said,"Saeed, Sajid, Sayeed, Sayid"
Saidah,
Sajag,
Sajan,
Sajjan,
Saka,
Sakae,
Sakari,
Sakarissa,Sagarissa
Sakhr,Sakhir
Saki,
Sakima,
Sakngea,
Sakti,
Sakuna,
Sakura,
Sakuruta,
Sala,Salla
Salah,"Saladin, Saldin, Saleh, Salih"
Salali,
Salama,
Salato,
Salena,Salina
Salene,
Salha,
Salid,
Salida,"Selda, Selde"
Salih,
Salihah,
Salim,"Salam, Saleem, Salem"
Salimah,"Salima, Salma"
Salisbury,Salisbery
Sallu,
Salma,
Salmalin,
Salome,"Saloma, Salomey, Salomi, Salomia"
Salote,
Salton,Salten
Salu,
Salus,
Salvadora,
Salvatore,"Sal, Salvador, Salvidor, Sauveur (French), Xavier, Xaviero, Zavier, Zaviero"
Salvia,Salvina
Salwa,
Samala,"Samale, Sammala"
Samani,
Samantha,"Sam, Samana, Samella, Samentha, Sammantha, Sammee, Sammey, Sammi, Sammie, Sammy, Samya, Semanntha, Semantha, Simantha, Symantha"
Samar,
Samara,"Samaria, Sammara"
Samaru,
Sambhu,
Sameh,
Samena,
Samgar,
Samhaoir,
Sami,
Samia,"Samihah, Samira, Samirah"
Samih,
Samina,"Sameena, Sameenah"
Samir,
Samisoni,
Samman,Sammon
Samoset,
Samson,"Sam, Sampson, Sansim (French), Sansom, Sanson, Sansone, Shem"
Samuel,"Sam, Samel, Sammy, Samuele, Samuello, Shem"
Samuela,"Samella, Samelle, Samuella, Samuelle"
Samuru,
Samya,
Sana,"Saniyya, Saniyyah"
Sananda,
Sanat,
Sanborn,"Sanborne, Sanbourn, Sanbourne, Sandborne, Sandbourne"
Sancho,"Sanchez, Sauncho"
Sancia,"Sancha, Sanchia, Sanzia"
Sandeep,
Sanders,"Sander, Sanderson, Sandor, Saunders, Saunderson"
Sanditon,
Sandor,(see Alexander)
Sandra,"Saundi, Saundra (see also Alexandra)"
Sandyha,
Sanford,"Sandford, Sanfurd"
Sang-ook,
Sangata,
Sani,
Sanjana,
Sanjay,
Sanjay,Sanjai
Sanjiro,
Sanjiv,
Sanne,
Sansana,
Santana,Santanio
Santavana,
Santerl,Santrel
Santiago,Santia
Santo,Santos
Santosh,
Santoso,
Sanura,
Sanuye,
Sanya,
Sanyogita,
Sanyu,
Sapata,
Sapphira,"Safira, Saphira, Sapir, Sapira, Sapirit, Sapphire, Sephira"
Sappi,"Sapi, Sapia, Sapie"
Saqr,
Sarab,
Sarad,Saradd
Sarah,"Morag (Scots Gaelic), Saarah (Arabic), Sadee, Sadella, Sadelle, Sadellia, Sadie, Sadye, Saidee, Sal, Salaidh, Saleena, Salena, Salene, Sallee, Salley, Sally, Sara, Sarae, Sareen, Sarena, Saretta, Sarette, Sari, Saria, Sarice, Sarika, Sarina, Sarine, Sarita, Saritia, Sarolta (Hungarian), Sarotte (French), Sarra, Sarya, Sasa (Hungarian), Serita, Shara, Sharai, Sharayah, Sorcha, Sydel, Sydelle, Zahra, Zalina, Zaline, Zara, Zaria, Zarita (Spanish), Zarra"
Sarala,
Saranu,Sarana
Saraswati,
Saraunlya,
Sargent,"Sarge, Sergent, Serjeant"
Sargon,
Sarik,
Saril,
Sarita,
Sariyah,
Sarngin,Sarojin
Saroja,Saroj
Sarojini,
Sarpsis Ilppilp,
Sarugin,
Sarwin,
Sasa,
Sasha,"Sacha, Sascha, Saschenka"
Saskia,
Sasona,
Sassacus,
Sastaretsi,
Sastra,
Satara,Sataria
Satin,
Satinka,
Sato,
Satoria,Satori
Saturnin,
Satyarupa,Satarupa
Sauda,
Saul,"Sol, Sollie"
Saura,
Sauts,
Savanna,"Savana, Savanah, Savania, Savannah, Savonna, Sevanna"
Saville,"Savil, Savile, Savylle"
Savitri,
Saw,
Sawa,
Sawney,
Sawni,Suwanee
Sawsan,Sawson
Sawyl,
Saxon,"Saxe, Saxen"
Saxona,
Sayed,
Sayer,"Sayers, Sayre, Sayres, Sawyer"
Sayo,
Sayyid,
Scanlon,Scanlan
Scarlett,"Scarlet, Scarlette"
Scenanki,
Schuyler,"Schuylar, Schyler, Skuyler, Skylar, Skyler"
Scipio,"Scipion, Scipione"
Scott,"Scottie, Scotto"
Scoville,"Scovil, Scovile, Scovill"
Scully,"Sculley, Skelly, Skelley"
Seabrook,Seabrooke
Seafra,
Sean,Shane (see John)
Seanan,"Senan, Sinan, Sinon"
Searle,"Searl, Searlas, Serle"
Season,
Seaton,"Seeton, Seton"
Sebastian,"Bastian, Bastien, Seb, Sebastiano, Sebo"
Sebastiane,"Seb, Sebesta (Bohemian), Sebastiana, Sebastienne"
Seble,
Secunda,
Sed,
Seda,
Sedgley,Sedgeley
Sedgwick,"Sedgewick, Sedgwyck"
Sedna,
Seeley,"Sealey, Seely"
Seema,"Seemah, Simah"
Seeyakoon Ilppilp,
Sef,
Sefton,
Sefu,
Segel,"Seagel, Segell"
Seger,"Seager, Seegar"
Segub,
Segundo,
Seif,
Seiji,
Seiko,
Sein,
Seini,
Seiran,Seirol
Sekan,Sekani
Sekar,Shekhar
Sekaye,Sekay
Sekelaga,
Sekhmet,
Seki,
Selah,
Selby,Shelby
Seldon,"Selden, Shelden"
Seled,Seledd
Selena,"Celena, Celene, Celie, Celina, Celinda, Celine, Celyna, Salena, Salina, Salinah, Sela, Selene, Selia, Selina, Selinda, Seline, Sena"
Selig,"Seligman, Zelig"
Selima,"Selimah, Selma"
Selwyn,"Selwinn, Selwynn"
Sema,
Sema,
Semanda,
Semeicha,Semecha
Semele,
Semi,
Semiramis,Semira
Semisti,Simi
Sempala,
Sen,
Senalda,
Senga,
Sennett,"Senan (Irish), Sene, Senet, Senett, Senit"
Senwe,
Seoirse,Searsa
Seona,"Seonag, Shona"
Seosaimhthin,
Seosamh,"Sedsap, Sedsaph"
September,
Septima,
Septimus,
Sequoyah,
Serach,
Seraphim,"Serafin, Serafino, Seraphimus"
Seraphina,"Serafina, Serafine, Seraphe, Seraphine, Serofina"
Serena,"Reena, Sareen, Sarena, Sarene (French), Sarina, Sarine, Sereena, Serenah, Serene, Serenna, Serina, Seryna"
Sereno,Cereno
Serge,"Seargeoh, Sergei, Sergey, Sergio, Sergios, Sergiusz, Serguei, Sirgio, Sirgios"
Serica,Sarica
Serilda,"Sarilda, Serhilda, Serhilde, Serrilda"
Servaas,
Sesheta,Seshat
Set-tainte,
Setangya,
Seth,
Setimba,
Setimkia,
Setsu,Setsuko
Severin,"Seweryn, Sevrin"
Severn,
Sevilen,Sevilan
Seward,Sewerd
Sewati,
Sewell,"Sewald, Sewall"
Sexton,
Sextus,Sixtus
Seymour,"Seamore, Seamour"
Shaanan,
Shaanana,
Shachar,
Shachariya,"Schacharia, Shacharit, Shacharita, Shaharit, Shaharita"
Shachor,Shahor
Shad,
Shada,
Shadi,
Shadrach,"Shadrac, Shadrack, Shadrick"
Shadya,"Shadiya, Shadiyah"
Shafan,Shafhan
Shafer,
Shafiq,"Shaff, Shafi"
Shafiqa,"Shafia, Shafiqah"
Shafira,
Shahar,
Shahid,
Shahina,
Shahira,Shahirah
Shahzad,
Shai,Shae
Shaila,
Shaiming,
Shaina,"Shaena, Shainah, Shaine, Shanie, Shayna, Shayne"
Shaka,Shakia
Shakil,Shakeel
Shakila,
Shakir,"Shakeer, Shukri"
Shakti,
Shakuntala,
Shalev,
Shalgia,
Shalom,"Sholom, Solomon"
Shalva,"Shalvah, Shalviya"
Shameena,
Shamika,"Shameca, Shameke"
Shamin,
Shamir,
Shammai,
Shammara,Shamara
Shanahan,
Shanasa,
Shanda,"Chanda, Shana"
Shandar,
Shandy,Shandey
Shani,
Shani,
Shania,
Shaningo,Shenango
Shanita,
Shank,
Shankara,"Sankar, Sankara, Shankar"
Shanley,
Shannon,"Channa, Channon, Shana, Shanae, Shanan, Shanay, Shandy, Shane, Shani, Shanie, Shann, Shannan, Shannen, Shanon"
Shantal,"Chantal, Shanta, Shante, Shontal, Shontelle"
Shapira,
Shapoor,
Shappa,
Shaqueita,Shaqueta
Shaquille,"Shaq, Shaquil"
Sharad,
Sharanee,"Sharanya, Sharna"
Sharde,"Sade, Shadae, Sharda, Shardae, Sharday"
Sharif,Shareef
Sharifa,"Sharifah, Sharufa, Sherifa, Sherifah"
Sharik,
Sharon,"Charan, Charin, Cheron, Saronna, Shara, Sharai, Sharan, Sharen, Shari, Sharin, Sharla, Sharolyn, Sharona, Sharonda, Sharone, Sharran, Sharren, Sharron, Sharronda, Sharronne, Sharyn, Sheren, Sherice, Shericia, Sheron, Sherri, Sherry, Sherryn"
Shasta,
Shastra,
Shatara,
Shateyaronyah,
Shatha,
Shavar,"Shavara, Shavir"
Shaw,
Shawn,"Sean, Seana, Seane, Shana, Shauna, Shaunda, Shaune, Shauneen, Shaunna, Shawna, Shawnda, Shawnee, Shawneen, Shawnna, Sianna"
Shea,"Shae, Shayla, Shaylyn"
Sheba,"Saba, Shebah"
Shechem,
Sheehan,
Sheela,Sheeli
Sheena,"Shavaun, Sheenah, Sheina, Shiona, Shona, Sionaid, Sine, Sinead, Siobhan, Siobahn"
Shefer,
Sheffield,
Sheherazade,"Shahrazad, Shahrizad, Sheherazad"
Sheila,"Seila, Selia, Shayla, Sheela, Sheilagh, Shela, Shelia, Shiela"
Sheina,"Shaina, Shaindel, Shaine, Shana, Shayna, Shayndel, Sheindel, Shona, Shoni, Shonie"
Shekeda,"Shekedia, Shekediya"
Shelavya,Shelavia
Shelby,
Sheldon,Sheldin
Shelesh,
Sheliya,"Sheli, Shelia, Shelli"
Shelley,
Shelton,
Shem,
Shen,
Shenandoah,
Sheng,
Sheng-li,
Shepherd,"Shep, Sheppard"
Shepley,"Shepply, Shipley"
Shera,
Sherborn,"Sherbourne, Sherburn, Sherburne"
Sheridan,Sheridon
Sherika,
Sherlock,
Sherman,Schermann
Sherrod,Sherod
Sherwin,"Sherwind, Sherwyn"
Sherwood,Shurwood
Sheva,
Shevi,"Sheuvel, Shvuel"
Shifa,
Shifra,"Schifra, Shifra, Shifrah"
Shihab,
Shika,
Shilin,
Shillem,Shilem
Shilo,
Shilra,"Schilra, Shilrah"
Shima,
Shimon,
Shimona,"Simeona, Simona"
Shimri,
Shimriah,"Shimra, Shimria, Shimrit, Shimriya"
Shimron,
Shimson,Shimshon
Shin,
Shin-il,
Shina,Shinako
Shing,
Shino,
Shipton,
Shirae,
Shiri,"Shira, Shirah, Shirit"
Shirin,Shirina
Shirley,"Sher, Sheryl, Shirl, Shirlean, Shirleen, Shirlene, Shirlynn, Shurly"
Shirna,
Shiro,
Shivaji,Shiva
Shizu,"Shizue, Shizuko, Shizuyo"
Shlomo,
Shobhan,
Shobhana,"Shobha, Shobhini"
Shoda,
Sholto,
Shomer,
Shomera,"Shomria, Shomriah, Shomrit, Shomriya, Shomrona"
Shona,"Shonah, Shone (feminine of John)"
Shonak,
Shoni,
Shonkah Sabe,
Shoshana,"Shosha, Shoshanah, Shoshanna, Shoshi"
Shovai,
Shrilekha,
Shu,
Shuala,
Shukriya,Shukriyyah
Shukura,Shukuma
Shulamith,"Shelomit, Shlamit, Shula, Sula, Sulamith"
Shumana,Shuma
Shunnar,
Shuzo,
Shyam,Sham
Shyama,
Shyla,
Siadhal,Siaghal
Siaki,"Sione, Soane, Sone"
Siale,Sial
Sialea-lea,
Siany,"Slaine, Slainie, Slania"
Siaosi,
Siarl,
Sibeta,
Sibongile,
Sibyl,"Cebele (French), Cybill, Sevilla (Spanish), Sib, Sibbell, Sibel, Sibeale (Irish), Sibell, Sibella, Sibelle, Sibeal, Sibilla (Italian), Sibyll, Sibylla, Sibylle (French), Sybel, Sybella, Sybelle, Sybil, Sybill, Sybilla, Sybille, Sybyl"
Sidba,
Siddell,"Siddel, Sidel"
Sidney,"Sid, Sydney"
Sidonia,"Sidaine, Sidonie, Sidonius, Syndonia"
Sidra,
Sidwell,Sidwel
Siegfried,"Sigfred, Sigfrid, Sigfryd, Sigvard"
Siencyn,
Sierra,"Siara, Siera"
Siete,
Sif,Siv
Sigbjorn,"Sigge, Sikke"
Sigele,
Sigfreda,"Sigfrieda, Sigfryda"
Sigfried,"Siffre (French), Sigfrid, Sigfroi, Sigvard (Norwegian)"
Sigismonda,"Sigismunda, Sigmonda, Sigmunda"
Sigmund,"Sigismond, Sigismondo, Sigismundus, Sigmond, Szygmond"
Signa,
Signa,"Signe, Signild, Signilda, Signilde, Signy"
Sigourney,
Sigrid,Siri
Sigrun,
Sigwald,Siegwald
Sigyn,
Siham,
Sihu,
Siko,
Sikota,
Sikueli,
Sikwaii,
Silja,
Silpe,
Silvanus,"Silas, Silvain, Silvano, Silvaon, Silvanus, Silvio, Sylas, Sylvan, Sylvio"
Sima,
Simba,
Simcha,
Simi,
Simidh,
Simon,"Jimenes, Jimenez, Seimein (Greek), Shimon, Si, Simeon, Simmias, Simmonds, Simmons, Simms, Simo, Simpson, Siomon, Szymon, Ximenes, Ximenez"
Simone,"Simona, Simonetta, Simonette, Simonia, Simonina, Symona, Symone"
Sinclair,
Sinead,"Seonaid, Sine"
Sinopa,
Sinou,
Sinte Gleska,Sinte Galeska
Sinte Maza,
Sintram,
Sioal'a,
Siobhan,"Chavonne, Chevonne, Chivon, Shavaun, Shavon, Shavone, Shevon, Shevonne, Shivahn, Shivonne, Shyvon, Shyvonne, Sina, Sinah, Siobahn (feminine of John)"
Sior,
Sipalo,
Sipeta,
Sipho,
Siraj,
Sirena,"Cerena, Serin, Sibena, Sireena, Sirene, Siri (Scandinavian), Sirin, Syrena"
Sisika,
Sisto,
Sita,"Seeta, Seetha, Siti"
Siti,
Sitoake,
Siua,
Sivan,
Sivana,
Siward,
Siwili,
Sixten,
Sixtus,
Sjofen,
Skenandoa,
Skene,Sken
Skerry,
Skip,Skipper
Skiriki,
Skul,
Skye,
Skyler,"Schyler, Schuyler, Skyla, Sklar, Skyllar"
Slade,"Slaide, Sladen, Slayde"
Slavin,"Slavik, Slavin, Slawin, Sleven"
Slem-Hak-Kah,
Sloan,Sloane
Sloane,Sloana
Smashi,"Shashibala, Shashini"
Smedley,"Smedleigh, Smedly"
Smiljana,
Smith,"Smitty, Smyth, Smythe"
Snana,
Snowden,Snowdon
Snowdrop,
So,
Sobeslav,"Sobes, Sobik"
Sobeslava,"Sobena, Sobeska"
Sobieslaw,
Socorro,
