name,variants
Mari,"Marico, Mariko"
Marice,"Marica, Maris, Marissa, Maryce, Meris, Merrisa"
Marid,
Marigold,
Mariko,
Marina,"Maren, Marin, Marine, Marissa, Marna, Marne, Marnie, Miren, Mirena, Mirene, Myrene"
Marini,"Marinia, Marinie"
Marinna,"Marina, Marine, Maryna"
Marinus,"Marien, Marions, Marriner"
Mario,
Maris,"Marisa, Marise, Marish, Marisha, Marissa, Marisse, Maryse, Maurisa, Maurisia, Maurissa, Maurisse, Meris, Merisa, Merissa"
Marise,
Marisol,
Marita,"Marite, Maryt"
Maritza,"Maritsa, Marytsa"
Marjani,
Marjolaine,
Mark,"Marc, Marceau, Marcel, Marcelino, Marcell, Marcelle, Marco, Marcos, Marcus, Marek, Mario, Marius, Marx"
Markham,"Markam, Markem"
Marla,"Marlana, Marlea, Marlee, Marly"
Marland,"Mahlan, Marlan, Marlind"
Marley,Marleigh
Marlis,"Marlisa, Marlise, Marliss"
Marlon,"Marland, Marlin"
Marlow,Marlowe
Marmaduke,Maramduc
Marmara,
Marmion,Marmien
Marni,"Marna, Marne, Marney, Marnia, Marnie, Marnina, Marny, Merina"
Marnin,
Maro,
Marona,
Maroula,
Marquita,"Marquete, Marquia, Marquite"
Marree,"Marea, Marrey, Marry, Mary"
Marron,"Maran, Marin, Maron, Marran, Marrin"
Marsden,Marsdon
Marsena,
Marsh,
Marshall,"Marschal, Marsh, Marshell"
Marston,
Mart,
Martel,Martell
Martha,"Macia, Maita (Aramaic), Mariet, Marit, Marite, Marlet, Mart, Marta, Martell, Martella, Martelle, Marth, Marthe, Marthena, Marti, Martie, Martika, Martina, Martita, Martuska, Martyn, Masia, Mattie"
Martin,"Maarten (Dutch), Marinos, Mart, Martain, Martel, Marten, Martie, Matii (Finnish), Martijn, Martili (Swiss), Martinien, Martino, Martinos, Martinus, Marton, Marty"
Martina,"Marta, Marie, Martine, Tina"
Martiza,Martisa
Maru,
Marva,
Marvel,"Marva, Marvella"
Marvin,"Marve, Marwin, Mervin, Merwin, Murvin"
Marvina,Marvinia
Marwa,
Marwan,
Marwood,
Mary,"Maga, Maida, Maieli (Swedish), Maija (Finnish), Maika (Russian), Maion (French), Mair, Maire, Marie, Mal, Malana (Hawaiian), Mallie, Mame, Mamie, Manette (French), Manka (Polish/Slavic), Manna (Bohemian), Manon (French), Manya (Slavic), Marabel, Maraya, Marda, Mardi, Maree, Marella, Marelle, Maresa, Maret, Maretta, Marfa, Mari, Maria, Mariah, Marial, Mariam, Marian, Mariana, Marianne, Marica, Marice, Maridel (Bavarian), Marieke (Dutch), Mariel (Dutch), Mariella, Marielle, Marien, Marij (Dutch), Marija (Lithuanian), Marijke, Marika, Marilee, Marilla, Marilyn, Marin, Marinha (Portuguese), Marion, Maris, Mariska, Marita (Spanish), Maritsa, Marja (Finnish), Marjaka (Bohemian), Marjatta (Finnish), Marla, Marley, Marlo, Maroula, Marsia, Maruca, Maruchka (Polish), Maruka, Maruska (Slavic), Marya (Slavic/Arabic), Maryal, Marybel, Marybelle, Marysa, Mashka (Russian), Maura (Irish), Maureen (Irish), Maurise, Maurizia, Mavra, Mearr (Irish), Mere, Mergen, Meri, Meria, Meridel, Merika, Merrie, Merry, Mhaire, Mhairi, Mieke, Mieze, Mija, Mimi, Mina, Minette, Miriam, Mitzi, Moira (Irish/Scottish), Moire (Irish/Scottish), Molara (Basque), Mollie, Molly, Mora, Moria, Morag (Scottish), Moya, Moyra, Muire (Irish/Scottish), Muriel, Polly"
Marymat,
Masa,
Masada,Massada
Masago,
Masahiro,
Masamba,
Masani,"Masanee, Masanie, Masanya"
Masao,
Masato,
Mashama,
Mashavu,
Mashema,
Masika,Mashika
Masio,
Maska,
Maskil,
Maskini,
Maslin,"Maslen, Masling"
Mason,
Maspera Mohe,
Massacio,
Masse Ola,
Massey,Massie
Massing,Massin
Masud,"Masiud, Masood"
Masun,
Mata,
Matafeo,
Mataio,
Mataniah,"Matania, Matanya, Matitia, Matya"
Matanmi,
Mataoaka,
Mateen,
Matej,"Mata, Matejek, Matejicek, Matousek, Matyas"
Matelita,
Mateni,
Mather,
Mathghamhain,
Matilda,"Machtild, Mafalda (Spanish), Magtelt (Dutch), Maitilde, Mat, Matelda, Mathilda, Mathilde, Mattie, Matty, Matusha, Maud, Maude, Maudie, Mechel (Bavarian), Mehaut (French), Metilda, Metilde, Tila, Tilda, Tildie, Tillie, Tilly"
Mato,
Mato Tope,
Mato Watakape,
Matohinsda,
Matok,
Matolo,
Matong,
Matope,
Matoskah,
Matrika,"Matrica, Matrixa"
Matslmela,
Matsuko,"Matsu, Matsuyo"
Mattan,"Matan, Matena, Maton, Mattun"
Mattea,"Matea, Mathea, Matthea, Matthia"
Matthew,"Macias (Spanish), Macie, Macisk (Slavic), Mat, Mata, Matai, Matej (Bohemian), Mateo, Mateusz, Mathe, Matheu, Mathian, Mathias, Mathieu, Matias, Mats, Matt, Mattaeus, Mattaus, Matteo, Matthaus, Matthias, Matthiew, Mattias, Matty, Matui (Maori), Matya, Matyas, Matz, Mayhew, Thies (Swedish)"
Matu,
Maudisa,
Maui,
Mauli,
Mauli,
Maulidi,
Maureen,"Maura, Mora, Moira, Moria, Maurine, Morena, Maurizia (see Mary)"
Maurice,"Maolmuire (Scottish), Mauri (Finnish), Mauricio, Maurids, Maurie, Mauritius, Maurits, Mauritz, Maurizio, Maury, Maurycy, Moreno, Moricz, Morrell, Morris, Moss"
Mausi,
Mauve,Malva
Mavia,"Mavie, Mavya"
Mavis,"Mayvis, Mavos"
Mawake,
Mawiyah,
Mawuli,
Mawusi,
Maximilian,"Mac, Makimus, Maksim, Massimiliano, Massimo, Max, Maxie, Maxim, Maxime, Maximiliano, Maximilianus, Maximino, Maximo"
Maxine,"Massima, Max, Maxie, Maxime, Maxina"
Maxwell,
May,"Mae, Maia, Maya, Maye"
Maya,"Maia, Mya"
Mayfield,
Maynard,"Mayne, Maynhard, Meinhard, Menard"
Mayo,
Mayon,
Mayoree,"Mayra, Mayaria"
Mayra,"Maera, Maira"
Maysa,Maisah
Mazal,"Mazala, Mazela"
Mazhira,
Mazi,
Mazin,Mazan
Mbwana,
Mead,"Meada, Meade"
Meadhbh,
Meallan,"Meldan, Mellan"
Meara,
Meca,Mega
Mechola,Mahola
Mecislav,"Mecek, Mecik, Mecislavek"
Meda,Medea
Medea,"Madora, Medora, Medeia"
Media,"Medea, Madora, Medora"
Medina,"Medeana, Medyna"
Medora,
Medwin,
Mee,
Mee,Mei
Mee-Kyong,
Meera,"Meira, Meyra"
Megan,"Meg, Meggie, Meghan (see Margaret)"
Megara,
Meged,
Mehadi,
Mehal,Mehli
Mehira,Mahira
Mehitabel,"Hetty, Hitty"
Mehjibin,
Mehri,
Mehtar,
Mei-Hwa,
Mei-Lin,
Mei-Xing,
Mei-Zhen,
Meiko,
Meinhard,"Maynard, Meinhardt"
Meinrad,
Meinwen,
Meir,Meiri
Meira,"Meiri, Meirit, Meora, Meorah, Mera, Mira, Myra"
Meirona,Merona
Meit,Meita
Meka,
Mela,Mella
Melanie,"Malana, Malani, Malania, Malanie, Mel, Melana (Russian), Melani, Melantha (Greek), Melena, Mellie, Melona, Meloni, Melonia, Melonie"
Melantha,
Melba,"Malva, Melva"
Melbourne,"Mel, Melburn, Milbourn, Milburn"
Melchior,"Melker, Melkior"
Meldon,Melden
Meldrick,Meldric
Mele,
Melea,
Melech,
Melek,Meleka
Meleni,Melenia
Melesse,
Melia,"Melcia, Melea, Meleana, Meliah, Melida"
Melia,
Melina,"Lin, Lina, Melaina, Melaine, Melinia"
Melinda,"Linda, Lindy, Linnie, Maillie, Malina, Malinde, Mallie, Mandy, Melinde"
Melinga,
Melino,"Melin, Melinos"
Melino,
Meliora,"Mellor, Meliori, Melioria"
Melissa,"Lissa, Malissa, Malessa, Mel, Melisande, Melisenda, Melly, Millie, Melicent, Melita, Melosa, Misha, Missy"
Melita,"Malita, Mel, Meleta"
Melody,"Meloda, Melodea, Melodia"
Melora,"Melona, Melonora, Melori"
Melosa,Malosa
Melrose,
Melvern,Melverne
Melville,
Melvin,"Malvin, Mel, Melvan, Melwin, Vinnie"
Melvina,"Malvina, Melva, Melvena"
Mema,
Mena,Menna
Menachem,"Menahem, Nachman, Nachum, Nahum"
Menasha,
Menashe,"Mana, Manasseh, Mani"
Mendel,"Mendeley, Mendil"
Menewa,
Menia,Menja
Menora,"Menorah, Minora"
Mensah,
Meoquanee,
Merab,Meraba
Merav,"Meirav, Merab"
Mercedes,"Merced, Merceda, Mercede, Mercia, Mercie, Mercy"
Mercer,
Mercia,
Mercy,Mersey
Mered,
Meredith,"Meredif, Meredithe, Meridith, Merideth, Merridie, Merry"
Mereki,"Merekee, Merekie"
Merfin,Merfyn
Meri,
Meriel,"Mariella, Merial, Meriol, Merrill"
Merima,Meroma
Merinda,
Meriwa,
Merle,"Merla, Merlina, Merline, Merola, Myrle, Myrleen"
Merlin,"Marlin, Merle, Merlen, Merlyn"
Merpati,
Merrick,Merrik
Merrill,"Merle, Merrel, Meryl"
Merrina,"Merina, Meriwa, Merrin, Meryn"
Merripen,
Merritt,"Merrett, Merit"
Merry,"Marri, Marrie, Merri, Meriella, Merielle, Merrita"
Mertice,
Merton,"Mertan, Merwyn, Murton"
Merva,
Mervin,"Merwin, Murvin, Murvyn, Myrddin"
Mesha,Meshai
Meshach,
Mesi,
Messina,
Mestipen,
Meta,Metta
Meta,
Meta,
Methodios,
Metis,
Metuka,
Meyer,"Mayer, Mayor, Meier, Meir, Myer"
Mhina,
Mi-Cha,
Mi-Hi,
Mi-Ok,
Mia,"Mea, Mya"
Miandetta,
Micanopy,Micco
Michael,"Micah, Mical, Michal, Michan, Michel, Michele, Michiel, Mickey, Miguel, Mihail, Mihaly, Mika, Mikail, Mike, Mikel, Mikey, Mikhail, Mikhalis, Mikhos, Mikol, Mischa, Mitch, Mitchell, Mykell"
Michaela,"Makayla, Mica, Mical, Micah, Micalea, Mickie, Michal, Michala, Michale, Michaelina, Michelina (Italian), Michelle, Miguelina (Spanish), Mike, Mikelena (Danish), Mikelle, Mishela, Mishelle, Myca, Mycale, Mykela"
Michi,
Michiko,Michi
Michio,
Michiro,
Micina,Migina
Micke,
Midgee,Midgi
Midori,Madori
Mieko,
Mielikki,
Mieu,
Migdana,Dana
Migisi,
Mignon,"Mignona, Mignone, Mignonette"
Mika,
Mikasi,
Miki,
Mikilana,Misilana
Mikio,
Mikka,
Mila,Milla
Milada,"Mila, Miladena, Miladka, Milana, Milanka, Milenka, Milka, Miluse, Miluska, Mlada, Mladena, Mladka, Mladuska"
Milagros,"Mila, Milagritos, Miligrosa, Milrari"
Milan,
Milbourne,"Milborn, Milborne, Milburn, Millborn, Millbourne, Millburn"
Milcah,"Milca, Milka"
Mildred,"Milda, Mildrid, Milly"
Miles,"Milo, Myles"
Mileta,"Milett, Miletta, Millette, Milla"
Milford,
Mili,Milia
Miliani,
Miliani,
Milimili,
Millard,Milward
Miller,"Millar, Milner"
Millicent,"Lesandra, Lisandra, Lissa, Mel, Melicent, Melisande, Melisandra, Melisenda, Melisent, Melita, Mellicent, Mellie, Millicente, Millie, Milica, Missy"
Millin,
Mills,
Millyn,Millin
Miloslav,"Milda, Milon, Milos"
Miloslava,
Miltaiye,
Milton,"Millard, Milt"
Milward,
Mima,Mimma
Mimiteh,
Min,
Min,
Mina,"Meena, Minette, Minna, Minnie"
Mina,
Minako,
Minal,Minala
Minami,Miniami
Minco,
Minda,
Mindy,
Mine,Mineko
Minerva,"Min, Minette, Minnie, Myna"
Ming,
Ming-Hoa,
Mingan,
Minh,
Minikin,Minikina
Miniti,
Minkah,Minka
Minkie,"Minki, Minky"
Minna,"Min, Mina, Minda, Mindy, Minetta, Minette, Minnie"
Minnehaha,
Minneokadawin,
Minnesota,
Minnta,Minta
Minor,
Minore,Minora
Minoru,
Minowa,
Minta,"Mintha, Yaminta (Native American)"
Mio,
Mira,"Mirabel, Mirilla, Mirella, Mirelle, Myra, Myrilla"
Mirabel,"Mira, Mirabella"
Miranda,"Miran, Randa, Rande, Randea, Randi"
Mirella,"Mireille, Mirelle, Mireya, Myrelle"
Mirena,Milena
Miri,
Miriam,"Mariam, Maricara, Marieca, Mimi, Mirham, Mirjam, Mitzi"
Miron,
Mirrin,"Mirrina, Mirrine"
Misae,
Misao,
Mishiki,
Misoka,
Misty,
Misu,
Mitchell,Mitch
Mitford,
Mitsu,Mitsuko
Mitsu,
Miulana,
Miwa,Miwako
Miya,
Miyo,Miyoko
Miyuki,
Mizuko,
Mlengalenga,
Mliss,
Mlo,
Mo Lan,
Moana,
Moani,
Moc Van,
Modesty,"Modesta, Modestia, Modestina, Modestine"
Modred,Mordred
Moemu,
Moesha,Moeisha
Mogens,
Mohajit,"Mohan, Mohandos, Mohanshu"
Mohala,
Mohammed,"Hamid, Hammad, Mahomet, Mahmoud, Mahmud, Muhamet, Muhammed"
Mohan,
Mohana,"Mohini, Mohonie"
Mohe,
Mohini,
Moiag,Mojag
Moira,
Mojiesz,
Moki,
Moko,
Molan,
Moledina,Moledin
Moli,"Molea, Molia"
Momone,
Momuso,
Mona,Moina
Monahan,"Monaghan, Monoghan"
Moneka,Moneca
Mongo,
Monica,"Mona, Monca, Monch (Irish), Moncha, Monia, Monice, Monike (Greek), Monique"
Monifa,
Monita,
Monroe,"Monrow, Munroe"
Montago,
Montague,
Montana,"Montania, Montina"
Montaro,
Montgomery,Monty
Montsho,
Moona,Moonia
Moorak,
Moore,More
Mootska,
Mor,
Mora,"Morea, Moria"
Moran,Moranit
Morandoo,
Morasha,
Moray,
Mordecai,"Mordechai, Mordy, Mort"
Moree,"Mori, Moria"
Morela,
Moreland,"Moorland, Morland"
Morell,
Morena,"Moreen, Morella"
Morgan,"Morgen, Morgin, Morgun, Morrgan"
Morgana,"Morgan, Morgance, Morganica, Morganne, Morgwen, Morgwena"
Mori,Moriel
Mori,"Moriko, Moriyo"
Moriah,"Moria, Morice, Moriel, Morit"
Morie,
Morina,Morinna
Morio,
Morit,Moritta
Morland,"Moreland, Morlan"
Morley,"Moorley, Morlee, Morleigh, Morly"
Morna,Mornina
Morowa,
Morrin,"Morin, Morina"
Morse,Morrison
Mortimer,
Morton,Morten
Morven,"Morfin, Morfyn, Morvan, Morvyn"
Morwenna,Morwena
Moselle,"Mosela, Mosina, Musa"
Moses,"Mo, Moe, Moise, Moises, Mose, Moshe, Mosheh, Mosie, Moss, Moyses"
Mosi,
Mostyn,
Moswen,
Motega,Montega
Motepa,
Moto,Motoko
Motsqueh,
Mouna,"Mounia, Muna"
Mounga,
Mousa,
Moweaqua,
Moyne,Moyna
Mozelle,"Mosel, Mosela, Mosele"
Mpasa,
Mposi,
Mrina,Mren
Mtima,
Mu Lan,
Mu Tan,
Mua,
Muadhnait,"Moina, Monat, Moyna"
Muata,
Mubarak,
Mubdi,
Mudada,
Mudiwa,
Mugain,
Muhannad,
Muhayya,
Muhsin,
Muid,
Muika,
Muir,
Muireadhach,"Murchadh, Murrough"
Muireann,"Muirinn, Murainn, Murinnia"
Muirgheas,
Muirne,
Mukhtar,
Mukul,
Mulga,
Mullion,
Mullya,Mulya
Mulogo,
Muluk,
Mulwala,
Muminah,
Mun-Hee,
Muna,
Munchin,
Mundai,Munday
Mundan,
Mundy,"Munde, Mundi"
Mungo,
Munim,
Munir,
Munny,"Munee, Muni, Munni"
Munte,
Munyiga,
Mura,
Muraco,
Murasaki,
Murat,
Murdag,"Murdann, Murdina"
Murdock,"Murdo, Murdoch, Murtagh, Murtaugh"
Muriel,"Maral, Marel, Marial, Meriel, Merla, Meryl, Meral, Merrill, Mira, Mirell, Mirella, Mirla, Murial"
Murphy,Murphey
Murray,"Moray, Murry"
Musa,
Musad,"Misid, Musaed"
Musenda,
Musette,Musetta
Musidora,
Muslimah,
Mustapha,"Mostafa, Mostaffa, Moustafa, Mustafa"
Mutasim,
Mutazz,
Muteteli,
Mutsiawotan Ahki,
Mwai,
Mwamba,
Mwanahamisi,
Mwanajuma,
Mwanawa,
Mwla,
My,
My Khanh,
Mya,"Mea, Meia, Mia"
Myall,Miall
Myer,Mier
Myers,
Myfanvvy,"Myff, Myvanwy"
Myla,"Mila, Milla"
Mylsha,
Myra,"Mira, Murah, Myria"
Myrddin,
Myrna,"Merna, Mirna, Moina, Morna"
Myron,
Myrrine,Myrrina
Myrtle,"Mertelle, Mertice"
Mystique,"Misty, Mystica"
Myune,Miuna
Myung Dak,
Myung-Hee,
Myung-Ki,
Myung-Ok,
Naal,
Naamah,"Naama, Naamana, Naami, Naamiah, Naamiya"
Naarah,"Naara, Nara"
Naavah,"Navit, Nava, Navice"
Nabiha,Nabihah
Nabil,"Nabeel, Nabill"
Nabila,"Nabeela, Nabilah, Nabilia"
Nabulungi,
Nachine,Nachine
Nachman,"Menachem, Menahem, Nachum, Nahum"
Nacoma,
Nada,Nadya
Nadalia,"Nandalea, Nandali"
Nadda,Nada
Nadette,
Nadezda,Nadeia
Nadia,"Nada, Nadan, Nadege, Nadezha, Nadie, Nadine, Nadiya, Nadja, Nady, Nadyenka, Nadzia, Nata, Natka"
Nadida,Nadidah
Nadim,Nadeem
Nadir,
Nadira,"Nadirah, Nadra"
Nadisu,
Nadyan,Nadian
Nadzieja,"Nadzia, Nata, Natia, Natka"
Naeem,Naim
Naeemah,
Nafshiya,
Nafuna,
Nagarjuna,
Nagataka,
Nagid,Nageed
Nagida,"Nagia, Nagiah, Nagiya, Najiah, Najiya, Najiyah, Negida"
Naham,
Nahara,"Nehara, Nehora"
Nahele,
Nahid,
Nahla,
Nahma,
Nahor,"Nahir, Nahur, Nehor"
Naia,
Naiad,
Naija,
Nailah,Naila
Naim,Naeem
Nain,
Nairi,"Nairia, Nairie"
Nairn,
Nairne,
Naj,"Nagi, Naji"
Najat,Nagat
Naji,Najee
Najib,Najeeb
Najiba,"Nagiba, Nagibah, Najibah"
Najji,
Najla,"Nagla, Najila, Najlaa, Najlah"
Najwa,Nagwa
Nakai,
Nakisisa,
Nako,
Nakos,
Nalani,Nalania
Naldo,
Nalin,
Nalin,
Naljor,
Nalren,
Nalukea,
Nalunani,
Nam,
Nam-Kyu,
Namaka,
Nami,Namiko
Namid,
Namil,
Namir,
Namisha,
Namono,
Nampeyo,"Nampayo, Nampayu"
Namur,
Nan,"Naneta, Nanete, Nanette, Nana, Nanetta, Nannette"
Nana,
Nanabah,
Nanak,
Nanala,
Nanda,
Nandan,
Nandana,"Nandini, Nandita"
Nandin,
Nanek,"Naneka, Naneki, Naneta"
Nangila,
Nani,
Nanise,
Nantai,
Nantan,"Nanten, Nantin"
Nanvah,
Nanyamka,
Nanye-Hi,
Nao,
Naoko,
Naomhan,Nevan
Naomi,"Naoma, Navit, Noemi"
Napa,
Napana,Natana
Napea,
Napezi,
Napoleon,"Leon, Nap, Napoleone"
Napthali,
Nara,
Nara,
Narain,
Narayana,
Narcissa,
Narcisse,"Narciso (Spanish), Narcissus, Narkissos"
Nard,
Narda,
Nardoo,
Narelle,"Nerela, Narele"
Naren,
Naresh,
Naresha,
Nari,Nariko
Nariko,
Narilla,Narrila
Narlala,Narla
Narn,
Narooma,
Narve,
Nascha,
Naseem,
Nashashuk,
Nasheakush,Nasomsee
Nashoba,Neshoba
Nashota,
Nasim,
Nasnan,
Nasr,"Nasser, Nassor"
Nasrin,Nasreen
Nasser,
Nasya,"Nasia, Naspa"
Nata,
Nata,
Nata,
Natal,"Natale, Natalino, Natalio, Nataly"
Natalie,"Nastassia (Russian), Nastassja (Russian), Nat, Nata, Natala, Natale (Italian), Natalea, Natalene, Natalia, Natalina, Natalja, Natalya, Natasha (Russian), Natasie, Nathalia, Nathalie (French), Nattie, Nettie, Tasha"
Natane,
Natane,
Natasha,"Nastaliya, Nastalya, Nastasia, Nasstasia, Nastassja, Nastassya, Nastasya, Natacha, Natashenka, Natashia, Tasha, Tashi, Tashia, Tashina, Tashka, Tasia, Tasis, Tassa, Tassie, Tasya"
Natesa,
Nathan,"Nat, Nate, Nathen"
Nathania,"Natania, Nataniela, Nataniella, Natanielle, Natanya, Nathaniella, Nathanielle, Netana, Netanela, Netania, Netaniah, Netaniela, Netaniella, Netanya, Nethania, Nethaniah, Netina"
Nathaniel,"Nafanael (Russian), Naithan, Nat, Natanael, Natanielias (Lithuanian), Nate, Nathan, Nathel, Thaniel"
Nathitfa,"Nathifah, Natifa, Natifah"
Natividad,
Natka,
Natoma,
Natsu,"Natsuko, Natsuyo"
Nattai,
Naturi,Naturia
Nauasia,
Nauleo,
Nav,
Nava,Navit
Navarro,"Navara, Navaro, Navarre"
Naveed,
Navin,
Nawal,
Nawat,
Nawkaw,
Nayana,
Nayati,
Nayland,"Nailan, Nailand"
Nayo,
Nazih,"Nazi, Nazim"
Nazihah,
Nazira,Nazirah
Nazneen,
Ndale,
Ndulu,
Neal,"Neale, Neall, Nealon, Neel, Neele, Neil, Neile, Neils, Nels, Nial, Niall, Niel, Niilo (Finnish), Niles, Nyal"
Neala,"Nealie, Nealy, Neeli, Neelie, Neely, Neila, Neile, Neilla, Neille, Niall"
Nebraska,
Nebula,
Necedah,
Nechama,"Nachmi, Necha, Neche, Nehama"
Neche,
Nechona,
Neci,
Neco,
Neda,"Nedda, Neddie, Nedi"
Nedaviah,"Nedabiah, Nedavia, Nedavya, Nediva"
Neel,"Neelendra, Neelmani"
Neema,
Neenah,
Neenan,
Neerim,
Nefertiti,
Negasi,
Negev,
Neh,
Neha,"Nehali, Nehi"
Nehanda,
Neheda,
Nehemiah,"Nahemia, Nehemia, Nechemya, Nemo"
Nehru,
Neima,
Neith,Neit
Neka,
Nekoma,
Nektarios,Nectarios
Nelda,
Nelek,
Nelka,Nela
Nellwyn,
Nelson,
Nemera,
Nemesio,
Nemo,
Nen,
Nenet,Neneta
Nennen Chekoostin,
Neola,
Neoma,
Nepa,
Neper,
Nepo,
Neptune,
Nera,"Neria, Neriah, Neriya"
Nerang,Neran
Nerida,
Nerine,"Nerice, Nerida, Nerina, Nerisa, Nerissa, Nerolia, Neryssa, Rissa"
Nero,"Neron, Nerone, Niro"
Nerys,"Nerice, Nerise"
Nesbit,"Naisbet, Naisbit, Nesbitt, Nisbet"
Nesiah,"Nesia, Nessia, Nesya, Nisia, Nisiah, Nisva"
Nest,Nesta
Nestor,"Nestar, Nester"
Neta,"Neti, Netia, Netta"
Netaniah,"Netania, Nethaniah"
Netia,
Netis,
Neto,
Netotweptus,
Neva,Nevada
Neviah,Nevia
Neville,"Nev, Neval, Nevel, Nevil, Nevyle"
Nevin,"Nefin, Nev, Nevan, Nevins, Niven"
Newell,"Newall, Newhall"
Newland,
Newlin,"Newlun, Newlyn"
Newman,"Neuman, Neumann"
Newton,
Neylan,"Nealani, Nealania, Neya, Neyla"
Neza,Neysa
Ngabile,
Ngai,
Ngaire,
Nghi,
Nghia,
Ngoc Ahn,
Ngolinga,
Ngozi,
Ngu,
Ngunda,
Nguyet,
Nhean,
Nia,Nya
Niabi,
Niamh,"Niam, Niama"
Niangala,
Niaz,
Nibal,
Nibaw,
Nicabar,
Nicholas,"Claas, Claes, Claus, Colas, Cole, Colet, Colin, Coulson, Klaas (Dutch), Lasse (Finnish), Milek (Polish), Nic, Nicanor, Niccolo, Nichol, Nichols, Nick, Nicklas, Nickolaus, Nicky, Nicola, Nicolai, Nicolao, Nikita, Niklaas, Nikodem, Nikola, Nikolai, Nikolos, Nikos, Nilos, Nils"
Nicodemus,Nikodema
Nicole,"Colette, Cosette, Nakia, Nakeita, Nicia, Nichol, Nichola, Nichole, Nicholle, Nicki, Nickie, Nikola, Nikole, Nicola, Nicoleen, Nicolene, Nicoletta, Nicolette, Nicolina, Nicoline, Nicolla, Nicolle, Nikia, Nikita (Russian), Nikki, Nikoletta, Nikolette"
Nida,
Nidia,Nydia
Nidra,
Nien,
Nigan,
Nigel,Niegal
Nihal,
Nihopalaoa,
Nika,Nica
Nike,"Nika, Niki"
Nikiti,
Nila,Nilah
Nila,
Nili,
Nilsine,
Nima,"Nema, Nimali"
Nima,"Neema, Neemah, Nema"
Nimesha,"Naimishi, Nimmi"
Nimrod,
Nina,"Neena, Ninacska, Ninelle, Ninet, Nineta, Ninete, Ninetta, Ninette, Ninita, Ninnette, Ninon, Ninochka, Ninotchka, Nynette"
Ninastoko,
Ningai,
Ninian,
Ninovan,
Niobe,
Nipa,
Nir,"Niral, Niria, Nirel"
Niram,
Niran,"Niren, Nirin, Niron"
Niranjana,
Niree,
Nirel,
Nirvan,
Nirveli,
Nisha,Nishi
Nishad,
Nishan,
Nishi,
Nissa,Nisa
Nissan,Nisan
Nissim,"Nissan, Nisan"
Nita,"Neeta, Nitali"
Nita,
Nitara,
Nitis,Netis
Nitoh Mahkwi,
Nitsa,
Nituna,
Nitya,
Nitza,"Nitzana, Nitzanit"
Niutei,Niu
Niv,
Niva,Neva
Nixie,
Nixon,
Nizam,
Nizana,"Nitza, Nitzana, Zana"
Nizar,
Njau,
Njemile,
Nkosazana,
Nlmah,Nimat
Nnamdi,
Nneka,
No-Pawalla,"Napawalla, Nepawalla, Nopawalla"
Noadiah,Noadia
Noah,"Noach, Noak, Noe"
Noam,
Nobantu,
Noble,Nobel
Nocona,Nokoni
Nodin,
Noe,
Noel,"Nata, Natale, Noela, Noele, Noeleen, Noelene, Noeline, Noell, Noella, Noelle, Noelline, Noleen, Nowell"
Noelani,Noelan
Noga,
Nohea,
Nohoka,
Noicha,Nolcha
Noirin,
Nokomis,
Nokonyu,
Nokosi,
Noksu,
Nola,"Nolah, Nolana"
Nolan,"Noland, Nolania, Nolen, Nollan"
Noleta,Nolita
Nomalanga,
Nombeko,
Nombese,
Nomble,
Nompie,
Nomusa,
Nona,"Nonah, Noni, Nonie, Nonna, nonnah"
Nonooktowa,
Nonyameko,
Noor,
Nora,(see Eleanor)
Norazah,Norhaneza
Norbert,"Bert, Bertie, Norberto"
Norberta,
Nordica,
Norell,"Narelle, Norelle"
Noriko,Nori
Noriss,"Norice, Noris"
Norlaili,
Norma,"Noma, Normah, Normie"
Norman,"Norm, Normand, Normie"
Norna,
Norris,
Northcliff,
Northrup,Northrop
Norton,
Norval,"Norvil, Norvill, Norville"
Norville,
Norvin,"Norwin, Norwyn"
Norward,Norwerd
Norwell,
Norwood,
Notaku,
Noula,Noulah
Noura,Nourah
Nourbese,
Nouri,
Novia,"Nova, Novah"
Nowra,
Noy,
Nsoah,
Ntmatuallah,
Nu,
Nuala,
Nudar,
Nuha,
Nui,
Nukuluve,
Numa,(masculine form of Naomi)
Numair,
Numid,
Numidia,
Numilla,"Numil, Numile, Numilla, Numille"
Nuna,
Nuncio,Nunzio
Nunia,
Nunkeri,
Nunna Hidihi,
Nunzia,
Nur,"Noor, Noura"
Nur,
Nur Aldin,
Nuray,
Nurcan,
Nuren,
Nurgul,
Nuri,"Neri, Noori, Nur, Nuriel, Nuris"
Nuria,"Nuriah, Nuriel"
Nurit,"Nurice, Nurita"
Nurla,
Nuru,
Nusair,
Nusi,
Nutan,
Nwa,
Nwabudike,
Nwake,
Nyah,
Nydia,"Nida, Nidia, Nidiah, Nydiah"
Nye,
Nye,
Nyla,Nila
Nyo,
Nyoko,
Nyora,Niora
Nyrang,
Nyree,
Nyssa,
Nyssa,
Nyura,
Nyx,Nix
Oakes,"Oak, Oake, Ochs"
Oakley,"Oakes, Oakleigh"
Oalo,
Oba,
Obadiah,"Obadias, Obed, Obie, Octavie (French), Ofeliga (Lithuanian), Ottavia, Ovadiah, Ovadiach"
Obasi,
Obataiye,
Obayana,
Obed,Obad
Obelia,
Oberon,"Auberon, Oberen, Oberin"
Obert,
Obi,
Obike,
Obioma,
Ocan,
Ocean,"Oceana, Oceania"
Ocin,Ogin
